posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
-327.6343,3.811961,-220.2385,7.967285,3.811961,15.69067
-423.323,3.811961,-415.3557,5.934814,3.811961,5.609619
-401.5349,3.811961,-255.9287,15.52808,3.811961,5.853516
-210.4827,3.811961,-339.8291,13.41431,3.811961,5.52832
-432.2659,3.811961,-171.3779,5.772217,3.811961,4.87793
-336.7397,3.811961,-389.3401,15.12158,3.811961,5.772217
-344.7883,3.811961,-284.2207,13.5769,3.811961,5.690918
-281.863,3.811961,-212.5964,7.885986,3.811961,11.46313
-206.5803,4.356527,-297.5537,20.40601,4.356527,6.341309
-266.0911,4.356527,-279.7493,10.97534,4.356527,5.772217
-271.4568,4.356527,-300.9683,11.95093,4.356527,5.52832
-168.2886,4.356527,-490.3539,1.788574,4.356527,9.146118
-398.9333,4.356527,-298.2854,16.17847,4.356527,6.097412
-331.4553,4.356527,-325.2766,24.14575,4.356527,6.422607
-333.4065,4.356527,-409.9087,17.96704,4.356527,5.853516
-262.7578,4.901093,-342.9998,6.991699,4.901093,5.772217
-259.0181,4.901093,-426.6563,9.430664,4.901093,5.52832
-329.2603,4.901093,-430.8025,20.8125,4.901093,5.934814
-259.5872,4.901093,-416.4126,9.186768,4.901093,5.203125
-401.2504,4.901093,-499.4187,1.747925,4.901093,0.08129883
-209.8323,4.901093,-308.2852,15.69067,4.901093,6.178711
-212.759,4.901093,-319.2605,11.95093,4.901093,5.447021
-210.4014,4.901093,-361.0481,12.19482,4.901093,5.772217
-207.9624,4.901093,-371.5356,14.146,4.901093,5.690918
-201.4585,4.901093,-381.7793,20.9751,4.901093,6.178711
-200.4016,4.901093,-402.7544,20.7312,4.901093,6.178711
-206.8242,4.901093,-423.8921,13.49561,4.901093,5.690918
-216.6614,4.901093,-266.4163,10.81274,4.901093,5.934814
-210.564,4.901093,-255.5222,18.86133,4.901093,6.097412
-214.9541,4.901093,-245.116,11.86963,4.901093,5.609619
-315.6021,4.901093,-494.5408,5.52832,4.901093,4.959229
-197.5562,4.901093,-213.3281,11.21924,4.901093,17.88574
-185.3613,4.901093,-492.9148,5.365723,4.901093,6.585205
-408.1201,4.901093,-446.4119,8.942871,4.901093,16.50366
-391.0474,4.901093,-392.2668,10.24365,4.901093,5.772217
-401.3723,4.901093,-350.967,20.8938,4.901093,6.585205
-475.5168,4.901093,-265.0342,11.78833,4.901093,5.52832
-387.6328,4.901093,-445.5989,13.17041,4.901093,16.99146
-401.1284,4.901093,-361.5359,20.8125,4.901093,6.422607
-473.4844,4.901093,-285.4402,13.17041,4.901093,6.097412
-341.2112,4.901093,-336.3333,14.0647,4.901093,5.934814
-463.4033,4.901093,-444.8672,14.47119,4.901093,5.853516
-462.7529,4.901093,-434.3796,14.30859,4.901093,5.934814
-460.9644,4.901093,-355.2759,22.43848,4.901093,11.86963
-469.0129,4.901093,-392.592,12.27612,4.901093,5.609619
-466.4927,4.901093,-381.8606,14.95898,4.901093,6.097412
-462.3464,4.901093,-423.8921,14.87769,4.901093,6.016113
-353.8938,4.901093,-170.2397,10.48755,4.901093,3.739746
-299.8707,4.901093,-493.7278,10.85339,4.901093,5.772217
-168.6138,4.901093,-431.7781,2.11377,4.901093,17.64185
-263.9773,4.901093,-321.6182,12.60132,4.901093,5.690918
-263.4895,4.901093,-406.0876,11.95093,4.901093,5.772217
-269.9121,4.901093,-364.3,14.95898,4.901093,5.772217
-262.9204,4.901093,-395.3562,10.56885,4.901093,5.609619
-266.1724,4.901093,-311.2119,13.33301,4.901093,5.52832
-266.1724,4.901093,-332.2683,13.6582,4.901093,5.447021
-272.3511,4.901093,-290.562,13.9834,4.901093,5.690918
-272.4324,4.901093,-354.1377,18.29224,4.901093,5.853516
-217.9622,5.445659,-287.554,9.186768,5.445659,5.609619
-218.45,5.445659,-277.1477,9.186768,5.445659,5.609619
-205.686,5.445659,-413.6484,15.28418,5.445659,6.016113
-206.2551,5.445659,-434.7048,13.25171,5.445659,5.934814
-393.3237,5.445659,-287.3914,9.268066,5.445659,5.609619
-401.3723,5.445659,-266.4163,16.01587,5.445659,5.934814
-266.9854,5.445659,-238.6121,9.918457,5.445659,5.934814
-266.5789,5.445659,-385.0313,14.0647,5.445659,5.365723
-336.5771,5.445659,-378.7712,16.09717,5.445659,6.097412
-334.0569,5.445659,-420.5588,16.66626,5.445659,6.097412
-268.53,5.445659,-374.7876,15.52808,5.445659,6.016113
-398.9333,5.445659,-371.6982,19.75562,5.445659,6.178711
-399.5024,5.445659,-382.1858,20.8125,5.445659,6.585205
-396.5757,5.445659,-276.8225,11.38184,5.445659,5.934814
-468.5251,5.445659,-413.7297,11.46313,5.445659,5.772217
-467.8748,5.445659,-402.9983,12.60132,5.445659,5.772217
-478.4436,5.445659,-243.4087,9.186768,5.445659,5.853516
-478.0371,5.445659,-253.9775,9.430664,5.445659,5.52832
-477.9558,5.445659,-232.6772,10.81274,5.445659,5.690918
-390.1531,5.445659,-424.0547,12.76392,5.445659,5.52832
-174.8738,5.445659,-489.988,5.609619,5.445659,8.698975
-468.769,5.445659,-499.0935,6.341309,5.445659,0.4064941
-473.3218,5.990225,-274.5461,13.6582,5.990225,5.609619
-205.0356,5.990225,-490.3132,12.35742,5.990225,9.186768
-466.1675,5.990225,-300.887,21.30029,5.990225,11.78833
-452.3467,5.990225,-457.5498,26.17822,5.990225,9.268066
-328.6912,5.990225,-346.333,26.09692,5.990225,6.503906
-203.491,5.990225,-446.0054,15.69067,5.990225,6.666504
-474.0535,5.990225,-172.6787,5.447021,5.990225,6.178711
-274.9526,6.534791,-494.7847,7.154297,6.534791,4.715332
-333.6504,6.534791,-362.5115,20.32471,6.534791,11.46313
-432.835,6.534791,-497.4675,8.455078,6.534791,2.032471
-177.394,6.534791,-434.9487,7.804688,6.534791,15.12158
-255.5222,7.079357,-492.6709,12.92651,7.079357,6.829102
-266.2537,7.079357,-443.5664,20.5686,7.079357,12.03223
-387.1044,7.623923,-496.8171,11.91028,7.623923,2.682861
-329.5042,11.43588,-447.1436,18.94263,11.43588,11.86963
-338.7722,1.633698,-241.6201,19.75562,1.633698,6.178711
-172.1909,1.633698,-250.3597,5.690918,1.633698,8.495728
-171.2966,1.633698,-221.6206,4.796631,1.633698,5.52832
-404.2178,1.633698,-215.3606,16.25977,1.633698,8.373779
-348.2842,1.633698,-220.8889,14.146,1.633698,16.34106
-223.5718,1.633698,-232.0269,6.178711,1.633698,8.617676
-224.5474,1.633698,-211.0518,6.341309,1.633698,12.84521
-290.7246,1.633698,-438.1194,3.577148,1.633698,2.032471
-389.6653,1.633698,-413.5671,11.78833,1.633698,6.097412
-407.1445,1.633698,-415.1118,6.178711,1.633698,5.040527
-425.8433,1.633698,-450.802,10.08105,1.633698,13.41431
-318.9353,1.633698,-272.1885,12.43872,1.633698,5.853516
-332.7155,1.633698,-494.866,12.31677,1.633698,4.634033
-401.8601,1.633698,-236.8235,14.55249,1.633698,14.71509
-434.7048,1.633698,-232.9211,16.01587,1.633698,24.30835
-171.4592,1.633698,-234.5065,4.959229,1.633698,7.764038
-171.8657,1.633698,-204.8324,5.365723,1.633698,9.796509
-338.5283,3.811961,-169.0203,5.203125,3.811961,2.520264
-281.3346,2.72283,-168.6138,20.85315,2.72283,2.11377
-323.6913,2.72283,-168.7764,9.877808,2.72283,2.276367
-486.2076,3.267395,-172.9226,7.194946,3.267395,6.422607
-171.7844,5.990225,-274.3835,5.284424,5.990225,16.01587
-344.3005,1.633698,-273.408,13.41431,1.633698,5.772217
-463.7285,1.633698,-172.4348,5.365723,1.633698,5.934814
-314.7891,2.178264,-225.0352,6.503906,2.178264,20.9751
-469.2568,3.267395,-338.7722,15.44678,3.267395,7.235596
0,0,333,166.5,0,166.5
152.7347,4.887578,485.2938,0.6000061,5.598539,0.6000061
-64.77257,3.89353,320.8924,0.4899979,4.351593,0.4899902
57.54515,0.5047133,456.8777,0.1598892,0.5049762,0.1564636
-127.588,3.495477,411.463,1,3.531662,1
42.74035,0.6914009,191.1903,0.1630325,0.6917609,0.1608734
78.59708,0.739543,232.8289,0.1543961,0.7399281,0.1496124
154.029,0.5862782,220.4825,0.1598663,0.5865836,0.1564331
151.06,4.515261,459.7807,0.6000061,5.172064,0.6000061
69.99046,3.497113,428.0915,0.5999985,4.005814,0.6000061
22.29536,2.516106,308.3547,0.4899998,2.812119,0.4899902
103.2946,4.081456,168.3589,1,4.123709,1
-162.2487,0.4575608,425.0476,0.150116,0.4577991,0.1445618
-160.8606,4.251547,175.4616,0.4900055,4.751728,0.4900055
-111.9685,2.756639,440.654,0.4899979,3.080949,0.4899902
-126.9664,3.55282,217.0824,1,3.589599,1
140.7577,0.6309373,279.9142,0.1509552,0.6312659,0.1455383
-0.5592647,4.523302,341.0427,1,4.570127,1
-58.80764,4.121055,185.7653,0.4900017,4.605885,0.4900055
-58.28607,3.939941,344.6868,0.4900017,4.403464,0.4899902
102.039,3.615581,457.8068,0.4899979,4.040945,0.4899902
-56.99621,0.4811721,193.5558,0.1396523,0.4814227,0.145874
93.25702,0.6693502,230.0513,0.1284866,0.6696988,0.120285
16.47118,3.0784,268.2451,0.6000004,3.526193,0.6000061
114.6775,4.102094,429.883,0.4899979,4.584693,0.4899902
3.882236,5.256127,217.248,1,5.310538,1
-28.37774,2.735931,236.899,0.4899998,3.057806,0.4900055
-79.0798,3.437964,344.677,1,3.473555,1
-78.93368,4.318803,249.1292,1,4.363511,1
10.37027,5.477854,338.8753,1,5.534561,1
-55.60326,5.984373,420.6684,1,6.046324,1
129.0806,6.236276,350.4404,1,6.300834,1
-8.717911,4.760673,377.853,1,4.809956,1
-131.3575,4.735232,200.0477,0.6000061,5.424033,0.6000061
-24.41446,0.4450448,358.3059,0.1620865,0.4452765,0.1594543
121.9493,3.925773,420.537,0.4899979,4.387628,0.4899902
68.74716,5.426007,406.1374,1,5.482177,1
-66.99934,4.230204,242.2354,0.4899979,4.727875,0.4900055
67.41284,5.335643,475.0242,1,5.390878,1
-110.4383,4.40189,398.3835,1,4.447458,1
-159.0833,0.5399959,296.6841,0.1365051,0.5402771,0.1430969
-90.37976,6.082417,486.2666,1,6.145383,1
23.08913,3.589313,433.8066,1,3.62647,1
-61.3574,5.47985,351.5997,1,5.536578,1
-115.9751,3.646699,319.617,0.4899979,4.075723,0.4899902
-113.4469,3.373084,272.2935,0.5999985,3.863741,0.6000061
90.24699,2.911308,199.9918,0.4899979,3.253814,0.4900055
89.97386,4.679523,458.5803,1,4.727966,1
133.2158,0.6933959,196.4352,0.1634521,0.6937569,0.1644135
-124.6806,5.78397,227.712,1,5.843845,1
-83.80475,0.447514,472.6163,0.1630936,0.4477471,0.1609497
-57.67173,0.5153794,166.9623,0.1259613,0.5156479,0.133667
-140.0077,3.836268,334.4382,0.4900055,4.287593,0.4899902
58.73458,2.569042,270.0471,0.4900017,2.871283,0.4899902
-125.7255,6.147392,429.691,1,6.211031,1
-73.40454,5.43714,420.6548,1,5.493425,1
88.46275,6.015635,167.064,1,6.077909,1
132.3315,2.756148,468.5182,0.4900055,3.080401,0.4899902
50.64426,4.856186,353.743,0.6000023,5.562582,0.6000061
124.0723,2.640421,238.948,0.5999985,3.024505,0.6000061
-137.7408,0.4468024,234.0576,0.1381531,0.4470351,0.1445618
-131.647,2.500056,317.4356,0.4900055,2.794181,0.4899902
-54.22092,4.985141,411.8382,1,5.036747,1
96.90843,3.524979,400.4574,0.4899979,3.939682,0.4899902
-90.38099,3.05842,453.6949,0.4899979,3.418235,0.4899902
112.733,2.425892,253.4651,0.4899979,2.711292,0.4900055
-77.34258,3.610304,283.5307,1,3.647678,1
51.20157,4.246366,224.7801,0.5999985,4.864054,0.6000061
110.3358,4.34747,438.2576,0.4899979,4.858937,0.4899902
-135.1166,3.113945,274.3903,0.6000061,3.566908,0.6000061
-0.659078,2.746732,186.05,0.6,3.146279,0.6000061
134.929,3.897793,235.1288,0.4900055,4.356357,0.4900055
29.12897,4.223263,362.0426,0.4899998,4.720118,0.4899902
10.25163,4.257661,167.2603,1,4.301736,1
-111.4019,0.5867108,180.9814,0.1586456,0.5870163,0.1615143
-58.41483,3.4416,435.6534,0.5999985,3.942225,0.6000061
-128.4502,3.76691,264.0917,0.6000061,4.314856,0.6000061
39.72692,3.60046,458.1335,1,3.637732,1
154.9101,3.751725,329.1535,0.6000061,4.297461,0.6000061
8.1027,3.15743,441.929,0.4900007,3.528893,0.4899902
138.6649,3.26674,345.6487,0.4900055,3.651062,0.4899902
-38.34273,0.7425079,230.3499,0.1314735,0.7428946,0.1235504
63.76511,4.653825,324.3001,1,4.702001,1
66.08547,2.715145,445.2633,0.5999985,3.110097,0.6000061
120.996,3.108515,472.1392,0.4899979,3.474223,0.4899902
132.4038,5.413081,478.6876,1,5.469117,1
84.96665,2.64907,304.9903,0.4899979,2.960725,0.4899902
15.34456,4.495153,202.5445,1,4.541687,1
-139.6465,0.5618082,328.5521,0.126297,0.5621008,0.1339722
45.78128,0.5688497,308.5197,0.1278038,0.5691459,0.1195374
-112.4243,3.602486,383.7113,0.5999985,4.126514,0.6000061
4.573956,4.713045,437.3253,1,4.761835,1
-125.7765,4.192442,458.1532,0.5999985,4.802288,0.6000061
-35.23182,3.592197,284.751,0.4900017,4.014809,0.4899902
-93.33643,0.7356467,305.2216,0.1404037,0.7360299,0.1334534
32.60938,3.258986,469.5461,0.4900017,3.642396,0.4899902
-32.93439,0.7453684,478.0703,0.155201,0.7457565,0.158905
18.19787,0.7437222,225.8193,0.1562881,0.7441096,0.1597595
166.2306,2.877342,420.0973,0.4900055,3.215853,0.4899902
-141.462,3.378407,192.3392,0.4900055,3.775867,0.4900055
-45.06681,0.5754707,370.7742,0.1500778,0.5757704,0.1547852
-52.76097,2.788925,432.5668,0.6000023,3.19461,0.6000061
63.39796,4.923937,208.8443,1,4.97491,1
-73.13312,2.767445,353.2693,0.4899979,3.093026,0.4899902
-154.6333,3.524462,242.6885,0.4900055,3.939104,0.4900055
77.70071,3.89989,436.8047,1,3.940263,1
53.96725,3.161401,330.4009,0.5999985,3.621268,0.6000061
94.60672,2.658056,321.5188,0.4899979,2.970768,0.4899902
-41.79834,0.7183201,465.1956,0.162056,0.7186942,0.1594238
69.01822,3.797863,472.3224,1,3.837179,1
-132.0949,3.097762,219.6257,0.4900055,3.462205,0.4900055
-80.51726,0.5153917,173.3791,0.1438904,0.5156602,0.1495514
64.97195,5.40728,350.3539,1,5.463257,1
162.6832,0.7240848,364.7866,0.149826,0.7244619,0.1441956
-149.0537,4.039654,384.8456,1,4.081472,1
-25.96038,4.456916,298.6674,0.6000004,5.105231,0.6000061
139.1853,2.696763,214.8725,0.4900055,3.014029,0.4900055
-110.804,4.16658,465.7364,0.5999985,4.772663,0.6000061
-12.86316,4.786371,178.7432,0.6000004,5.482609,0.6000061
-6.450589,4.089974,311.5324,0.6000004,4.684913,0.6000061
-144.5803,5.038349,429.0596,1,5.090506,1
-111.4533,3.508,351.9502,1,3.544315,1
-102.7385,2.739995,302.6087,0.4899979,3.062348,0.4899902
78.71911,2.499921,247.4158,0.4899979,2.79403,0.4900055
-4.663741,0.5028502,225.0701,0.1149616,0.503112,0.1235962
-158.3233,3.188126,498.3458,0.4900055,3.563199,0.4899902
138.3408,5.063628,304.1475,1,5.116048,1
-35.37814,0.5880055,334.8833,0.1570091,0.5883117,0.1603088
-156.9802,0.518005,270.0434,0.162262,0.5182747,0.159729
46.39171,0.6158797,290.9717,0.1392021,0.6162003,0.1321106
85.5184,3.769142,311.4329,0.5999985,4.317412,0.6000061
108.7203,3.61847,228.3076,0.4899979,4.044173,0.4900055
-24.99915,0.7278738,228.0088,0.1549549,0.7282529,0.1502838
-84.00048,3.097011,456.2126,0.4899979,3.461365,0.4899902
-54.8585,3.303842,222.4877,0.4900017,3.692529,0.4900055
-26.81446,3.539681,475.5395,0.4899998,3.956114,0.4899902
129.345,4.458057,253.8593,1,4.504208,1
17.15855,4.35954,179.0562,0.6000004,4.993691,0.6000061
-43.96832,2.990896,250.1656,0.4900017,3.342767,0.4900055
164.2081,0.6718693,254.119,0.1236267,0.6722192,0.1150055
-23.9416,3.498688,386.784,0.4899998,3.910298,0.4899902
50.4644,5.268116,219.1407,1,5.322651,1
122.1706,3.336412,195.257,0.5999985,3.821736,0.6000061
-20.07829,3.84024,374.349,0.4899998,4.292033,0.4899902
121.2782,4.034122,490.5296,0.5999985,4.620936,0.6000061
137.687,3.934915,399.5709,0.4900055,4.397846,0.4899902
-10.80066,5.004785,300.0561,1,5.056594,1
100.3457,4.128884,459.2348,0.5999985,4.729484,0.6000061
-30.41951,5.858304,487.3588,1,5.91895,1
-5.730282,0.7455957,172.7393,0.155591,0.745984,0.1592102
-119.0379,0.5739806,369.4496,0.1590347,0.5742795,0.155365
-4.011765,6.152032,441.1681,1,6.215718,1
-142.5424,3.858958,462.1763,1,3.898907,1
104.956,5.482239,191.8804,1,5.538991,1
105.5441,3.461707,435.2415,1,3.497542,1
22.81695,0.4288858,267.1762,0.1410065,0.4291092,0.1470642
4.683277,3.353557,280.2345,0.4900002,3.748094,0.4899902
67.38569,0.4589276,360.5431,0.1631393,0.4591666,0.1643066
-63.17669,2.647022,303.3531,0.4900017,2.958437,0.4899902
-78.18326,4.222186,327.217,0.4899979,4.718913,0.4899902
17.99918,0.6462963,267.9875,0.1589508,0.6466329,0.1617432
-157.1809,0.5710875,378.616,0.1514435,0.571385,0.1460876
155.9686,2.630541,470.957,0.4900055,2.940016,0.4899902
-7.147276,3.574527,413.7621,0.6000004,4.094489,0.6000061
-165.2888,5.329586,267.087,1,5.384758,1
-62.05792,2.979746,452.6296,0.5999985,3.413188,0.6000061
-45.56486,3.251096,332.3457,0.4900017,3.633579,0.4899902
146.7708,5.201826,256.1053,1,5.255676,1
107.2407,0.4251061,436.5875,0.1393509,0.4253275,0.1455994
-76.25082,5.111844,262.4798,1,5.164762,1
-163.5157,5.995925,193.194,1,6.057996,1
-4.028179,0.7369138,482.0449,0.145154,0.7372975,0.1388245
-122.0197,5.848893,249.5405,1,5.909441,1
40.84327,4.316692,292.8646,1,4.36138,1
88.00986,2.741207,200.517,0.4899979,3.063702,0.4900055
-32.67405,3.434273,438.5946,0.5999985,3.933832,0.6000061
-53.91714,4.37801,297.9534,1,4.423331,1
80.83577,0.602721,226.2245,0.1386719,0.6030349,0.1450195
6.036956,0.5097461,354.7231,0.1499391,0.5100114,0.1443481
159.2545,3.659481,423.5756,0.4900055,4.090009,0.4899902
-29.95698,3.668682,370.0096,0.6000004,4.202339,0.6000061
-73.85219,2.664637,249.9086,0.5999985,3.052243,0.6000061
-26.36962,4.217241,432.6849,0.6000004,4.830693,0.6000061
158.2657,3.526615,498.7546,1,3.563123,1
-72.48281,0.5038713,417.458,0.1405869,0.5041337,0.146698
22.50048,0.5181651,217.632,0.16395,0.518435,0.1624146
34.09321,3.138915,174.1119,0.4900017,3.508199,0.4900055
76.86661,3.208226,321.2847,0.4899979,3.585665,0.4899902
158.3004,3.632877,466.3815,0.6000061,4.161325,0.6000061
50.58385,3.932905,239.9062,0.6000023,4.504997,0.6000061
-161.1884,0.6919333,333.8795,0.1189728,0.6922936,0.1272888
68.55734,0.5710769,224.4421,0.1217194,0.5713742,0.1298065
148.6862,0.4687712,409.7763,0.14505,0.4690154,0.1387329
40.47666,4.281194,358.3665,0.4900017,4.784863,0.4899902
164.2944,3.990256,340.6985,1,4.031564,1
-106.6647,4.495048,407.6803,0.5999985,5.14891,0.6000061
21.34921,4.764818,345.9244,0.6000004,5.457922,0.6000061
22.96227,0.4637001,460.1233,0.1643467,0.4639416,0.1644897
82.13016,4.236495,263.0436,0.4899979,4.734906,0.4899902
-125.4167,5.961271,186.9809,1,6.022983,1
-68.15192,3.517296,281.3337,0.4899979,3.931095,0.4899902
-124.2876,5.066137,319.6914,1,5.118583,1
47.19165,3.936028,175.691,0.4900017,4.39909,0.4900055
118.4017,4.512091,389.8523,0.5999985,5.168432,0.6000061
58.55062,5.295671,226.4561,1,5.350492,1
-139.1588,0.4046113,447.1639,0.1642456,0.4048221,0.1630249
-145.8981,4.558043,273.6201,0.6000061,5.221067,0.6000061
152.09,4.153737,282.0696,0.4900055,4.642411,0.4899902
-132.4024,3.90256,281.2402,0.4900055,4.361685,0.4899902
131.0478,3.289297,454.9773,0.6000061,3.767766,0.6000061
12.05726,2.788265,468.9633,0.4899998,3.116296,0.4899902
52.00977,2.94015,363.8279,0.4900017,3.286051,0.4899902
19.07764,5.687317,395.9392,1,5.746192,1
161.3843,4.818767,219.2751,0.6000061,5.519717,0.6000061
38.50865,0.4430521,445.2231,0.1420517,0.4432828,0.1353149
-130.4065,0.6249556,310.3052,0.1560974,0.625281,0.1596069
-114.9987,3.202158,274.8873,0.4899979,3.578883,0.4899902
-83.59637,3.628373,388.1737,0.5999985,4.156167,0.6000061
5.251419,6.053814,394.1174,1.000001,6.116484,1
-102.7657,2.465289,476.166,0.4899979,2.755323,0.4899902
-80.92453,4.511636,170.7234,1,4.558341,1
-95.27168,3.471931,403.4009,0.5999985,3.976967,0.6000061
-164.8604,3.572106,350.9837,0.4900055,3.992353,0.4899902
124.5545,0.54242,431.0881,0.1540375,0.5427026,0.1491699
62.11064,3.106555,258.5234,0.4900017,3.472032,0.4899902
-31.84238,2.715375,370.7953,0.4900017,3.034831,0.4899902
-53.7742,4.090599,402.5924,0.4900017,4.571846,0.4899902
-28.91993,0.733816,391.149,0.1483746,0.7341982,0.1425171
-58.27459,3.050931,349.3207,0.4900017,3.409865,0.4899902
-136.8571,4.379538,490.8819,0.4900055,4.894777,0.4899902
-83.45052,4.15881,234.2742,0.4899979,4.648081,0.4900055
-81.4924,4.289183,309.5884,0.5999985,4.9131,0.6000061
50.52037,0.5976415,184.0672,0.1171341,0.5979528,0.1255951
143.3896,5.748841,247.4907,1,5.808353,1
-9.583919,3.543547,334.1078,0.6000004,4.059001,0.6000061
117.019,4.369356,266.6586,1,4.414587,1
-135.6134,4.265808,313.6426,0.4900055,4.767668,0.4899902
92.33369,0.4684832,420.9006,0.1383896,0.4687272,0.1447754
-77.28603,4.24342,456.4544,0.4899979,4.742645,0.4899902
5.593131,0.6608596,479.6805,0.1556935,0.6612037,0.1511841
-71.13421,2.943742,212.0772,0.5999985,3.371947,0.6000061
133.4975,3.643332,461.9376,0.4900055,4.071959,0.4899902
-158.607,4.71418,265.1847,0.6000061,5.399919,0.6000061
89.25841,5.657378,425.9489,1,5.715943,1
-99.99351,0.7443465,439.4492,0.1568298,0.7447342,0.1601563
77.52627,4.330203,182.8693,0.5999985,4.960086,0.6000061
-52.08092,4.514739,329.4709,1,4.561477,1
-74.62396,0.5114343,223.5182,0.1630249,0.5117006,0.1608429
-117.0867,2.639609,289.0227,0.5999985,3.023574,0.6000061
-67.22692,3.580803,422.7247,0.5999985,4.101676,0.6000061
-68.826,3.279166,204.9308,0.4899979,3.66495,0.4900055
134.012,2.977061,393.2515,0.6000061,3.410113,0.6000061
123.1436,2.623052,422.6006,0.4899979,2.931646,0.4899902
133.059,0.6265533,317.0403,0.1634674,0.6268796,0.1644287
11.73387,3.624382,201.5578,0.4900007,4.05078,0.4900055
-143.8404,2.844828,283.7753,0.4900055,3.179513,0.4899902
101.2569,5.443355,234.8109,1,5.499705,1
-65.9903,2.797236,238.4771,0.4899979,3.126323,0.4900055
-156.7575,0.6922334,378.0571,0.1576996,0.6925939,0.153656
65.08614,4.081064,172.1244,0.5999985,4.674707,0.6000061
-26.03948,0.6772223,180.2618,0.1451225,0.6775749,0.1506042
-86.34156,0.7400796,348.8948,0.1413727,0.740465,0.134552
-8.170198,3.285745,356.4168,0.6000004,3.763699,0.6000061
105.8846,2.845343,472.8752,0.4899979,3.180089,0.4899902
-93.73344,4.364601,247.2027,0.5999985,4.999489,0.6000061
93.33206,3.584875,324.9941,0.5999985,4.106341,0.6000061
-148.7932,4.919578,442.6159,1,4.970506,1
16.58141,4.057249,455.0316,0.6000004,4.647429,0.6000061
102.3894,2.826539,197.9794,0.5999985,3.237695,0.6000061
68.94086,0.6183158,375.7167,0.1606522,0.6186379,0.1629028
-124.0231,0.6092603,428.8817,0.1645432,0.6095776,0.164093
-164.3365,3.758454,461.581,1,3.797361,1
163.1301,3.195177,363.1602,0.6000061,3.659956,0.6000061
-147.167,3.050391,386.3589,0.4900055,3.40926,0.4899902
91.9641,6.232285,479.4064,1,6.296801,1
-122.2293,4.298302,328.2178,0.4899979,4.803984,0.4899902
-145.7643,2.680206,171.9439,0.4900055,2.995524,0.4900055
-123.5654,3.717846,318.6143,1,3.756334,1
86.19386,2.958201,173.2471,0.4899979,3.306224,0.4900055
-126.1872,2.741048,445.3532,0.5999985,3.139769,0.6000061
-83.7192,0.43218,228.021,0.1450882,0.432405,0.1387482
-76.3498,0.4140007,440.6665,0.1281967,0.4142164,0.1199646
115.9368,3.855619,407.0246,0.4899979,4.309221,0.4899902
150.7468,4.538218,240.7768,1,4.585197,1
151.2586,3.687287,430.215,1,3.725458,1
-107.0078,0.5765278,458.8115,0.1593857,0.5768281,0.1558228
-59.28947,3.342245,294.2407,0.4900017,3.735451,0.4899902
107.7352,2.726094,288.0243,0.5999985,3.122639,0.6000061
116.0668,4.135013,322.9501,0.5999985,4.736504,0.6000061
-62.6052,0.4748435,198.6234,0.1166306,0.4750908,0.1251373
34.07561,4.324248,285.5724,0.6000023,4.953265,0.6000061
-129.7919,2.998119,240.2461,0.6000061,3.434234,0.6000061
41.38929,3.284678,417.9589,0.6000023,3.762478,0.6000061
51.52315,3.272922,467.0584,0.4900017,3.657971,0.4899902
3.544463,0.6560676,319.507,0.1544843,0.6564093,0.1583557
-151.4588,0.4783547,322.872,0.162262,0.4786038,0.1596985
-84.28726,3.050565,467.9357,0.4899979,3.409455,0.4899902
21.79516,0.6089962,470.158,0.1626434,0.6093132,0.1640625
-14.44555,4.671346,194.2014,0.6000013,5.350853,0.6000061
-60.11272,3.699756,232.6096,0.4900017,4.135021,0.4900055
126.4732,4.826154,438.268,1,4.876114,1
5.164598,0.4919662,422.8771,0.1543746,0.4922224,0.1495972
-149.4473,2.67283,169.5145,0.6000061,3.061626,0.6000061
-34.18478,4.8564,420.5439,1,4.906673,1
-13.30289,4.573853,494.097,0.6000013,5.239179,0.6000061
-81.41028,3.768398,278.1041,1,3.807409,1
129.2457,0.5254071,478.2172,0.1511383,0.5256807,0.1556702
-134.5603,0.6686805,342.5709,0.1299591,0.6690287,0.1372681
157.4993,3.204603,411.2028,0.4900055,3.581615,0.4899902
67.40693,5.01086,303.8888,1,5.062733,1
-126.1776,2.8455,210.4263,0.5999985,3.259414,0.6000061
34.43299,0.5508726,336.5588,0.1645393,0.5511594,0.1640625
-85.63313,4.930017,475.2248,1,4.981053,1
106.4823,2.916831,416.6365,0.5999985,3.341122,0.6000061
-47.22339,4.531049,346.0828,0.5999985,5.190148,0.6000061
-38.90852,0.4684173,349.2524,0.1593056,0.4686612,0.1557007
145.0483,0.4314878,418.6147,0.1621857,0.4317125,0.1596069
159.584,4.003894,439.7222,0.6000061,4.586312,0.6000061
17.5279,0.4435898,403.7955,0.140625,0.4438208,0.1336975
101.1146,4.503316,280.3787,1,4.549935,1
-52.45805,0.687353,307.4268,0.1200485,0.6877109,0.1282654
155.1766,0.5092206,312.1857,0.1236877,0.5094857,0.1315918
-54.32408,3.090178,215.3815,0.6000023,3.539683,0.6000061
96.6457,3.631864,430.6607,0.4899979,4.059142,0.4899902
-2.504601,3.451808,198.4245,1,3.487541,1
110.9622,0.5700685,180.0792,0.1283417,0.5703653,0.1201324
117.342,4.872108,232.8619,0.5999985,5.580818,0.6000061
-68.44701,0.6684226,179.803,0.121109,0.6687707,0.1292419
-69.97287,4.672724,433.486,0.5999985,5.352432,0.6000061
